2026-03-19 01:19:07 | INFO     | augment_satellite | 日志文件：/home6/zht/-Yolo-/logs/augment_satellite_20260319_011907.log
2026-03-19 01:19:07 | INFO     | augment_satellite | ============================================================
2026-03-19 01:19:07 | INFO     | augment_satellite | 数据增强开始：satellite
2026-03-19 01:19:07 | INFO     | augment_satellite | 开始增强：23 张图像，每张生成 8 张增强图
2026-03-19 01:19:12 | INFO     | augment_satellite |   [ 10/23] 22_orig 增强完成，当前共生成 80 张
2026-03-19 01:19:14 | INFO     | augment_satellite |   [ 20/23] 34_orig 增强完成，当前共生成 160 张
2026-03-19 01:19:15 | INFO     | augment_satellite |   [ 23/23] 8_orig 增强完成，当前共生成 184 张
2026-03-19 01:19:15 | INFO     | augment_satellite | 增强完成：原始 23 张 → 增强 184 张
2026-03-19 01:19:15 | INFO     | augment_satellite | 结果统计：{'original_count': 23, 'augmented_count': 184, 'total_count': 207}
2026-03-19 01:19:15 | INFO     | augment_satellite | ============================================================
