x1,y1,x2,y2,score
23033.5,32236.2,23081.4,32270.1,0.9497
12386.7,37703.0,12480.0,37760.0,0.9141
21379.0,48975.0,21432.7,49006.2,0.9135
21474.6,48875.8,21504.5,48911.8,0.8948
11875.2,49195.8,11918.3,49243.4,0.8945
9212.4,7566.6,9252.8,7608.8,0.8929
11652.6,50097.3,11698.7,50130.1,0.8926
26565.9,181.2,26630.7,205.3,0.8842
23580.5,21449.6,23680.0,21542.2,0.8818
11798.3,49033.4,11839.2,49071.9,0.8785
14381.6,26945.8,14449.2,26984.8,0.8763
5802.5,15327.6,5846.3,15354.1,0.8759
17140.7,36586.6,17190.8,36624.0,0.8754
18477.1,22041.1,18526.5,22080.6,0.8731
23626.3,21570.4,23731.2,21668.3,0.8714
26778.9,27111.8,26833.5,27144.0,0.8684
18544.4,3876.5,18559.4,3905.7,0.8678
19831.0,21216.0,19883.5,21248.9,0.8666
23627.7,21570.9,23679.1,21668.2,0.8644
10230.4,8747.0,10307.4,8826.9,0.8640
16346.0,24320.0,16431.9,24379.5,0.8599
9603.6,10221.1,9655.4,10268.9,0.8580
13323.6,13355.9,13400.6,13439.2,0.8552
8340.3,20431.6,8368.9,20466.7,0.8528
8649.9,9643.3,8722.7,9711.3,0.8489
25508.8,20857.6,25546.7,20885.2,0.8448
26242.1,15522.1,26286.2,15564.6,0.8415
12692.1,20835.0,12757.5,20914.7,0.8388
6982.5,21102.9,7010.9,21155.2,0.8379
24056.9,21712.3,24106.1,21741.0,0.8376
19434.1,42492.6,19520.0,42557.8,0.8374
21522.3,37389.9,21555.8,37423.7,0.8351
25226.1,41539.7,25269.1,41564.8,0.8346
182.4,5563.1,254.3,5624.0,0.8335
24283.3,15098.8,24315.3,15128.1,0.8331
8587.9,320.8,8640.0,359.9,0.8320
22485.2,32640.4,22555.2,32676.8,0.8310
24325.3,15459.7,24339.2,15474.0,0.8298
17281.2,32640.0,17321.9,32682.0,0.8297
16250.7,48738.6,16320.0,48766.5,0.8290
