                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.86201,                0.58419,                0.86673,                      1,                0.78799,                0.82357,                0.53643,                 1.2801,                 1.4062,                0.99378,               0.009406,               0.009406,               0.009406
                     14,                0.81132,                0.52929,                0.84833,                0.96097,                    0.2,                0.36886,                0.26195,                 1.3741,                 1.8156,                 1.0376,              0.0093565,              0.0093565,              0.0093565
                     15,                0.80343,                0.49635,                 0.8433,                 0.5602,                    0.6,                0.51992,                0.32122,                 1.2955,                 1.8337,                 1.0089,               0.009307,               0.009307,               0.009307
                     16,                0.75758,                0.51994,                0.84032,                0.48883,                    0.4,                 0.4084,                0.23617,                  1.376,                 2.0314,                 1.0495,              0.0092575,              0.0092575,              0.0092575
                     17,                0.68388,                0.51265,                0.83525,                0.40412,                    0.6,                0.40784,                  0.225,                 1.3929,                 1.8059,                 1.0332,               0.009208,               0.009208,               0.009208
                     18,                0.71002,                 0.4603,                0.83425,                0.55472,                    0.6,                0.50098,                0.23659,                 1.6689,                 1.7216,                 1.1326,              0.0091585,              0.0091585,              0.0091585
                     19,                0.70131,                0.45757,                0.82548,                0.46971,                    0.8,                  0.585,                0.32341,                 1.6002,                 1.7598,                   1.09,               0.009109,               0.009109,               0.009109
                     20,                0.65509,                0.43786,                0.82533,                      1,                0.38433,                0.46501,                0.35283,                  1.584,                 2.3779,                 1.1694,              0.0090595,              0.0090595,              0.0090595
                     21,                0.59032,                0.41711,                0.82258,                0.48714,                      1,                  0.695,                0.38432,                 1.5315,                 1.2352,                 1.1506,                0.00901,                0.00901,                0.00901
                     22,                0.60379,                0.40753,                0.81948,                0.55609,                0.75705,                   0.77,                0.37958,                 1.6274,                 1.4291,                 1.1852,              0.0089605,              0.0089605,              0.0089605
                     23,                0.58889,                0.39756,                0.81795,                0.92309,                    0.6,                0.78621,                0.38266,                 1.9422,                 1.4166,                 1.3495,               0.008911,               0.008911,               0.008911
                     24,                0.60138,                0.39504,                0.81076,                0.45147,                0.98873,                0.61682,                0.34892,                 1.6643,                 1.8634,                 1.3022,              0.0088615,              0.0088615,              0.0088615
                     25,                0.58801,                0.38732,                 0.8084,                0.39747,                    0.6,                0.46963,                0.18812,                 1.7296,                 2.4508,                 1.1717,               0.008812,               0.008812,               0.008812
                     26,                0.56071,                0.37083,                0.80826,                      1,                0.38121,                0.56907,                0.27359,                 1.7517,                 1.9354,                 1.1267,              0.0087625,              0.0087625,              0.0087625
                     27,                0.54082,                0.37537,                0.80703,                 0.4529,                    0.6,                0.57976,                0.35142,                 1.4121,                 1.5137,                 1.0546,               0.008713,               0.008713,               0.008713
                     28,                0.52626,                0.36735,                0.80276,                0.42013,                    0.6,                0.52321,                0.26414,                 1.6483,                 1.5078,                 1.1736,              0.0086635,              0.0086635,              0.0086635
                     29,                0.51329,                0.35807,                0.80043,                      1,                0.39459,                0.61667,                0.37764,                 1.5363,                 1.7912,                 1.1195,               0.008614,               0.008614,               0.008614
                     30,                0.50472,                0.35711,                0.80098,                0.97214,                    0.4,                0.58167,                 0.3233,                 1.6625,                  1.947,                 1.1206,              0.0085645,              0.0085645,              0.0085645
                     31,                0.47989,                0.34938,                0.79984,                0.63399,                    0.4,                 0.4953,                0.31695,                 1.7229,                 2.1421,                 1.2467,               0.008515,               0.008515,               0.008515
                     32,                 0.4634,                0.33879,                0.79942,                0.55179,                    0.8,                0.56911,                0.37599,                 1.5459,                 1.8481,                 1.1521,              0.0084655,              0.0084655,              0.0084655
                     33,                0.45823,                0.33958,                0.79654,                0.50421,                    0.8,                0.62851,                0.37991,                 1.5081,                 2.0606,                 1.0425,               0.008416,               0.008416,               0.008416
                     34,                 0.4556,                0.32933,                0.79702,                0.90441,                    0.4,                0.57923,                0.30579,                 1.5578,                  2.388,                 1.1384,              0.0083665,              0.0083665,              0.0083665
                     35,                0.43886,                0.32673,                0.79632,                0.58278,                    0.6,                0.60972,                0.37992,                 1.5229,                 2.0285,                 1.0902,               0.008317,               0.008317,               0.008317
                     36,                0.44746,                0.31586,                0.79949,                0.48987,                    0.6,                0.57267,                0.33062,                 1.4298,                 1.7523,                 1.0089,              0.0082675,              0.0082675,              0.0082675
                     37,                0.42039,                0.30393,                0.79439,                0.48218,                    0.6,                0.57976,                0.27133,                 1.5637,                 1.5049,                 1.0932,               0.008218,               0.008218,               0.008218
                     38,                0.41447,                0.30283,                0.79176,                0.43018,                    0.8,                0.56167,                0.34618,                 1.5094,                 1.7985,                 1.0444,              0.0081685,              0.0081685,              0.0081685
                     39,                0.41615,                0.30071,                0.79233,                0.47953,                0.74269,                   0.59,                0.27874,                 1.6412,                 2.0549,                 1.0741,               0.008119,               0.008119,               0.008119
                     40,                 0.4208,                0.29293,                0.78924,                0.56337,                    0.6,                0.58167,                0.30834,                 1.5379,                 1.6536,                 1.0993,              0.0080695,              0.0080695,              0.0080695
                     41,                0.41171,                0.29352,                0.78658,                 0.7504,                    0.8,                0.71667,                0.43765,                 1.5818,                 1.5129,                 1.1528,                0.00802,                0.00802,                0.00802
                     42,                0.41821,                0.29748,                0.78632,                0.65276,                0.75827,                0.71924,                0.44451,                 1.6799,                 1.4262,                 1.2387,              0.0079705,              0.0079705,              0.0079705
                     43,                0.39561,                0.28773,                0.79065,                0.58384,                    0.8,                0.75333,                0.44971,                 1.6282,                 1.3476,                 1.2086,               0.007921,               0.007921,               0.007921
                     44,                0.39962,                0.27843,                0.78807,                0.79383,                0.77533,                0.75346,                0.42556,                 1.6898,                  1.612,                 1.1736,              0.0078715,              0.0078715,              0.0078715
                     45,                0.38111,                0.27739,                0.78366,                0.73522,                    0.6,                0.67283,                0.37407,                  1.664,                 1.9444,                 1.1532,               0.007822,               0.007822,               0.007822
                     46,                0.39068,                0.27756,                 0.7859,                0.69345,                    0.6,                0.61441,                0.37091,                 1.6173,                 1.6414,                  1.116,              0.0077725,              0.0077725,              0.0077725
                     47,                0.39827,                0.27649,                 0.7821,                0.69039,                    0.6,                 0.5891,                0.28696,                 1.8549,                 1.9764,                 1.1226,               0.007723,               0.007723,               0.007723
                     48,                0.38038,                0.27142,                0.78475,                0.99544,                    0.6,                  0.689,                 0.4139,                 1.6814,                 1.6738,                 1.0975,              0.0076735,              0.0076735,              0.0076735
                     49,                0.37772,                0.27476,                0.78283,                      1,                0.59996,                0.72429,                0.38888,                 1.5956,                  1.992,                 1.0671,               0.007624,               0.007624,               0.007624
                     50,                0.38291,                0.27097,                0.78422,                0.98151,                    0.6,                0.72544,                0.42261,                 1.5126,                   1.62,                 1.0521,              0.0075745,              0.0075745,              0.0075745
                     51,                0.35218,                0.26124,                0.78323,                 0.9941,                    0.6,                0.74632,                0.42847,                 1.5205,                 1.6418,                 1.0401,               0.007525,               0.007525,               0.007525
                     52,                0.36008,                0.27029,                0.78548,                0.99776,                    0.6,                0.72045,                0.41271,                 1.4986,                 1.3827,                 1.0369,              0.0074755,              0.0074755,              0.0074755
                     53,                0.34914,                0.26102,                0.78339,                0.94678,                    0.6,                0.71346,                0.43568,                 1.5738,                  1.462,                 1.0628,               0.007426,               0.007426,               0.007426
                     54,                0.33909,                0.25379,                0.78412,                0.96421,                    0.6,                 0.7143,                0.43786,                 1.5604,                  1.489,                 1.0848,              0.0073765,              0.0073765,              0.0073765
                     55,                0.34557,                0.25806,                0.78133,                0.96526,                    0.6,                 0.7053,                0.46629,                 1.4571,                 1.4121,                 1.0828,               0.007327,               0.007327,               0.007327
                     56,                 0.3305,                0.25442,                0.77963,                0.62149,                    0.4,                0.48691,                0.32769,                 1.5675,                 2.1858,                  1.127,              0.0072775,              0.0072775,              0.0072775
                     57,                0.34861,                0.24949,                0.77941,                0.86478,                    0.4,                0.56527,                0.34309,                 1.7309,                 2.2282,                 1.1101,               0.007228,               0.007228,               0.007228
                     58,                0.33132,                0.25303,                0.77843,                0.74205,                    0.6,                0.57615,                0.31648,                 1.8469,                 1.9987,                 1.2131,              0.0071785,              0.0071785,              0.0071785
                     59,                0.33026,                 0.2567,                0.78027,                0.73344,                    0.6,                  0.615,                0.36291,                 1.7391,                 1.8799,                 1.1797,               0.007129,               0.007129,               0.007129
