x1,y1,x2,y2,score
114626.9,22128.5,115191.5,22683.5,0.9694
19892.6,36852.1,20406.5,37334.1,0.9589
16642.3,31517.7,16862.3,31821.6,0.9589
47372.5,19535.9,47871.1,19981.8,0.9575
21501.7,47694.0,21940.9,48161.1,0.9556
122386.9,31252.0,122561.7,31448.1,0.9553
53477.8,11452.3,54080.0,11833.7,0.9549
18351.0,38583.3,18419.6,38720.0,0.9549
16960.0,27690.2,17293.2,27820.5,0.9538
29125.0,51355.1,29421.6,51512.7,0.9532
91723.7,11022.6,91853.7,11243.5,0.9515
53124.2,19520.0,53204.4,19668.2,0.9507
70402.5,16646.6,70654.7,16954.0,0.9503
128000.0,30517.7,128469.1,30959.5,0.9496
16647.5,27665.8,17280.0,27992.0,0.9495
35549.0,26560.2,36160.0,26925.1,0.9489
73989.3,9015.1,74222.5,9277.0,0.9486
20815.0,34275.8,21379.2,34755.2,0.9485
34246.8,14875.8,34475.8,15211.8,0.9485
60800.0,22187.1,60909.3,22400.0,0.9470
94402.9,9467.7,94477.7,9564.3,0.9470
43844.2,9052.2,43978.6,9250.0,0.9469
97601.1,15814.6,97722.5,15996.3,0.9459
39685.5,12496.0,39920.3,12764.6,0.9454
21637.8,34917.7,22064.6,35512.4,0.9451
25043.8,61447.3,25600.0,61897.0,0.9450
33517.0,58944.9,33901.0,59281.4,0.9448
23681.8,57942.9,24073.3,58390.2,0.9443
20472.4,37321.2,20800.0,37443.2,0.9443
77444.9,18057.1,77742.5,18347.1,0.9442
32508.0,45443.0,32627.1,45627.7,0.9436
16640.0,30123.7,17155.3,30633.2,0.9433
56969.5,11859.6,57600.0,12178.8,0.9431
48687.9,12480.0,48953.8,12774.3,0.9430
21007.6,67842.6,21082.7,67960.0,0.9426
69177.7,9467.6,69749.3,9916.9,0.9426
91035.0,7680.5,91195.0,7857.6,0.9426
32423.6,56127.8,32526.6,56320.0,0.9424
54734.3,21234.5,54925.6,21369.8,0.9424
102109.4,13121.5,102364.5,13317.0,0.9422
47040.0,11529.1,47663.5,11842.5,0.9422
37615.1,27464.2,37725.3,27520.0,0.9417
31902.8,11088.0,31999.2,11198.0,0.9417
87112.5,9955.4,87360.0,10136.2,0.9410
25284.6,36160.0,25497.7,36536.6,0.9405
103711.4,5559.8,104294.6,6075.3,0.9402
24146.9,53470.4,24312.8,53760.0,0.9400
87882.3,13372.4,87996.5,13658.2,0.9399
33602.7,16022.0,33920.0,16364.8,0.9399
103168.3,5123.1,103667.9,5691.0,0.9399
67965.3,20939.4,68109.8,21141.7,0.9396
127264.4,32454.9,127360.0,32640.0,0.9396
33600.0,22552.3,33847.9,22720.0,0.9392
32551.1,50360.8,32715.4,50560.0,0.9391
53369.4,15121.0,53489.5,15379.9,0.9390
108238.0,18356.6,108478.9,18560.0,0.9388
17922.2,33920.0,18318.9,34157.1,0.9384
66674.8,21951.3,66877.1,22100.3,0.9383
35526.1,10985.8,35686.3,11200.0,0.9382
19669.5,67221.7,19827.3,67353.4,0.9381
32965.3,55278.5,33135.1,55510.6,0.9380
61760.1,19520.0,61925.1,19795.1,0.9379
43741.1,18573.8,43849.8,18687.7,0.9378
68360.8,8355.8,68770.2,8941.1,0.9378
28486.5,51671.9,29117.9,52106.7,0.9377
21785.5,51770.9,22400.0,52145.1,0.9374
77766.7,17285.1,77945.4,17472.9,0.9373
56460.1,9280.0,56571.9,9477.4,0.9372
93823.1,9392.0,94006.5,9555.0,0.9372
4160.8,63360.0,4315.5,63642.5,0.9372
96849.5,13786.9,96993.2,13952.7,0.9370
89417.9,11202.0,89595.9,11336.3,0.9369
111196.7,23276.9,111299.5,23360.0,0.9368
98561.4,13595.2,98636.5,13747.7,0.9367
27856.5,51372.1,28475.2,51524.2,0.9367
87272.7,10359.5,87391.4,10555.7,0.9365
24962.7,57625.2,25197.5,57928.6,0.9364
34344.7,20490.9,34557.4,20658.7,0.9363
35327.5,55122.5,35433.2,55360.0,0.9361
38962.6,15290.9,39350.6,15677.4,0.9361
21575.0,33051.4,22065.3,33588.8,0.9360
89703.6,9377.1,89838.1,9586.3,0.9358
39507.9,9974.7,39669.6,10182.8,0.9355
104095.8,12490.6,104267.7,12740.5,0.9353
53440.0,19901.3,53574.5,20148.5,0.9349
121637.8,27200.0,121915.9,27395.3,0.9349
59358.3,6129.8,59519.0,6400.0,0.9348
77918.6,12480.0,78370.8,13026.0,0.9347
66409.3,9936.8,66530.1,10070.3,0.9346
82381.9,17600.0,82526.9,17847.5,0.9346
35713.6,20519.9,35838.4,20734.9,0.9345
56341.2,21759.6,56640.0,21873.2,0.9345
59113.9,14504.0,59211.8,14720.0,0.9343
49661.8,13257.0,49920.0,13561.6,0.9342
36404.9,16323.2,36562.4,16495.7,0.9342
29572.0,38084.0,29666.7,38178.2,0.9341
75202.6,11200.0,75406.5,11378.0,0.9340
60820.2,15712.8,61440.0,16196.3,0.9340
87450.1,13442.6,87648.2,13625.1,0.9339
87852.3,16951.5,88000.0,17128.7,0.9339
88346.7,13120.7,88545.9,13234.1,0.9338
105962.9,18567.3,106222.9,18761.0,0.9337
21120.0,38881.8,21663.2,39059.9,0.9336
55620.2,12116.0,55753.6,12253.8,0.9335
43022.0,12431.2,43122.2,12701.8,0.9335
16334.1,28366.4,16725.3,28781.1,0.9334
75027.2,10299.4,75179.6,10589.7,0.9333
63681.2,6400.0,63796.1,6595.3,0.9330
91520.0,11626.8,92151.2,11958.2,0.9330
44398.7,13305.2,44476.7,13424.9,0.9329
26047.4,36734.3,26210.4,36878.0,0.9329
36658.6,31370.0,36797.9,31563.1,0.9328
34436.6,44163.9,34599.7,44358.5,0.9328
24641.8,64188.3,24960.0,64312.2,0.9327
77855.0,18052.8,78050.0,18240.0,0.9326
28307.5,52170.2,28480.0,52321.8,0.9325
58265.3,13176.8,58436.3,13387.4,0.9325
67568.4,21945.0,67776.9,22094.3,0.9324
47681.2,15550.6,47789.8,15680.0,0.9321
129993.7,32409.8,130147.6,32619.1,0.9320
43380.8,13491.1,43520.0,13707.9,0.9320
3581.7,65335.5,3722.0,65564.3,0.9320
58356.0,6204.0,58623.9,6406.1,0.9319
33731.4,57723.4,33919.1,57869.0,0.9318
121941.5,31382.8,122065.0,31499.5,0.9318
32506.5,57736.5,32829.3,57884.7,0.9317
30541.8,46407.4,30727.1,46746.5,0.9315
73092.7,22043.1,73258.9,22240.0,0.9313
33819.5,12221.4,33941.2,12480.0,0.9313
51142.9,3200.0,51312.6,3387.8,0.9313
22091.3,28160.0,22720.0,28597.8,0.9313
83093.0,12507.7,83512.0,12684.9,0.9310
122560.6,37129.0,122854.9,37462.4,0.9310
34645.5,15173.9,34807.1,15360.0,0.9308
124482.7,37769.7,124722.7,38057.8,0.9307
129144.6,30400.0,129280.0,30606.0,0.9306
29865.6,34881.5,30060.3,35175.7,0.9305
60578.9,7150.8,60794.5,7351.9,0.9305
101121.3,13127.7,101281.1,13300.1,0.9305
55044.2,12271.2,55302.4,12479.6,0.9304
57921.4,4056.0,58074.7,4276.0,0.9303
16640.0,30400.3,17171.6,30617.9,0.9302
44399.5,13308.8,44570.1,13413.3,0.9302
16581.2,67474.8,16724.7,67744.2,0.9302
35229.4,20536.6,35515.7,20700.0,0.9302
82882.3,16003.8,82963.4,16133.2,0.9302
48329.0,10907.9,48560.6,11241.8,0.9302
25280.5,34110.3,25423.2,34307.9,0.9301
21483.5,44860.4,21878.9,45361.8,0.9301
120190.2,34358.1,120319.3,34508.6,0.9300
88966.5,13120.0,89164.0,13283.2,0.9300
81222.7,12557.4,81388.5,12784.3,0.9300
66897.5,21948.6,67101.9,22096.2,0.9299
27229.1,60808.5,27834.7,61295.8,0.9297
42247.6,10242.8,42560.0,10400.5,0.9297
17239.7,34915.7,17364.3,35200.0,0.9297
31042.0,50299.6,31215.9,50560.0,0.9296
26914.8,38887.8,27518.2,39033.7,0.9296
86405.2,10257.1,86565.7,10560.0,0.9296
56640.0,4800.0,56781.2,5004.0,0.9296
89755.2,14086.2,89927.6,14330.0,0.9295
77004.3,19200.0,77120.0,19403.6,0.9294
38725.3,32096.4,38950.7,32260.6,0.9294
19227.5,28957.6,19840.0,29429.1,0.9292
31285.9,52066.0,31403.4,52304.2,0.9292
67349.4,21946.8,67543.2,22104.5,0.9292
100185.2,14176.2,100347.1,14390.2,0.9291
46882.7,17601.2,47009.8,17718.4,0.9291
106068.7,8322.5,106239.1,8526.6,0.9290
32730.0,50633.5,32951.1,50877.1,0.9290
32179.6,50334.9,32344.5,50560.0,0.9289
112053.2,24555.8,112193.7,24660.6,0.9289
22510.2,54464.1,23029.9,54718.0,0.9289
14720.0,64471.9,14914.4,64637.0,0.9289
67125.7,21947.2,67319.9,22095.6,0.9289
34242.0,48640.9,34394.1,48884.1,0.9288
49494.3,16960.2,49614.2,17046.8,0.9287
77120.0,19977.2,77300.4,20157.6,0.9287
22214.5,61852.3,22380.9,62022.7,0.9287
24322.8,30286.0,24404.2,30397.7,0.9285
45284.0,19644.8,45440.0,19838.7,0.9285
75677.5,15207.2,75840.0,15368.6,0.9285
31498.8,52066.6,31636.4,52299.5,0.9285
37624.3,34148.3,37754.3,34456.0,0.9284
35384.3,47682.1,35513.8,47833.3,0.9284
35520.4,20533.1,35687.4,20721.0,0.9283
57750.2,20406.1,57867.6,20654.8,0.9283
36841.3,20319.6,37434.3,20471.4,0.9282
29609.3,35828.9,29759.7,35996.2,0.9282
4949.0,65636.5,5112.8,65789.8,0.9280
35243.4,57646.5,35809.4,58226.2,0.9280
107284.6,17355.9,107840.0,17894.1,0.9279
42058.4,17379.6,42236.5,17591.8,0.9279
18392.4,66381.1,18466.2,66556.4,0.9279
104186.2,13761.1,104318.2,13866.3,0.9279
34561.3,54630.7,34741.2,54996.1,0.9278
122585.6,30229.8,122713.9,30361.6,0.9278
75200.2,15284.9,75426.9,15458.9,0.9278
26810.5,32640.0,26937.2,32890.7,0.9276
60481.0,10070.5,60638.6,10240.0,0.9276
17368.6,45243.0,17600.0,45433.1,0.9275
51997.4,3259.7,52158.4,3503.8,0.9274
60818.0,19520.0,61017.9,19803.5,0.9274
79103.6,9828.7,79215.5,9976.0,0.9274
52799.9,21961.0,53120.0,22079.7,0.9274
56000.0,18695.5,56152.6,18873.7,0.9273
55541.9,18096.8,55680.0,18204.0,0.9272
38635.6,46403.3,39024.9,46649.4,0.9272
109910.4,21562.1,110078.8,21759.1,0.9272
33741.3,47631.8,33914.4,48000.0,0.9271
123844.1,27535.8,124040.6,27835.3,0.9271
42406.3,11404.3,42558.9,11518.1,0.9270
44081.7,14969.2,44159.9,15040.0,0.9270
34592.7,50242.0,34773.7,50449.2,0.9270
46400.0,10240.1,47029.2,10555.3,0.9269
51841.9,786.1,52001.2,952.5,0.9269
28326.7,36558.6,28479.5,36799.2,0.9269
114127.8,22400.0,114554.8,22638.3,0.9268
125760.1,32960.0,125873.4,33053.1,0.9267
127043.3,30857.0,127184.5,31040.0,0.9267
32447.5,57290.2,32640.0,57483.2,0.9267
33429.4,59522.7,33597.0,59702.7,0.9266
77180.6,15817.0,77435.3,15981.6,0.9266
35102.6,12800.0,35209.4,13063.8,0.9265
13129.5,61778.0,13760.0,62070.7,0.9264
28003.6,48668.1,28209.3,48843.8,0.9264
35625.9,40528.4,35838.8,40635.5,0.9264
47360.0,14402.2,47542.5,14711.1,0.9263
66454.9,21949.4,66560.0,22112.1,0.9262
67349.7,16961.3,67520.0,17108.7,0.9262
33079.6,24381.0,33265.7,24640.0,0.9261
78080.0,12345.8,78703.2,12755.0,0.9261
26243.0,44482.3,26421.4,44705.8,0.9260
73454.8,22016.5,73599.2,22157.4,0.9260
57209.0,18993.6,57600.0,19080.3,0.9260
62123.8,9097.2,62698.1,9600.0,0.9260
52003.2,22183.2,52159.7,22514.0,0.9259
22356.8,51207.6,22711.8,51666.5,0.9258
15299.2,64037.5,15582.3,64138.7,0.9258
127512.7,35911.1,127993.5,36429.6,0.9257
19889.9,49424.9,20480.0,49590.3,0.9256
89921.6,13424.8,90090.2,13655.6,0.9256
72640.0,11202.0,72985.9,11405.0,0.9253
39394.8,8960.0,39680.0,9086.7,0.9253
56325.7,4554.2,56489.0,4800.0,0.9252
102771.4,8384.5,103326.4,8940.3,0.9252
77547.2,10063.1,77757.6,10239.4,0.9251
38575.2,18240.0,38719.7,18401.4,0.9250
52005.9,19369.7,52155.1,19622.5,0.9250
32803.5,53749.0,32968.2,53954.8,0.9250
96345.7,15686.1,96630.2,16023.1,0.9249
36742.1,18617.9,36891.9,18887.0,0.9249
24320.0,50562.3,24666.8,50831.5,0.9249
87766.5,13741.9,87912.9,13922.1,0.9248
32792.6,47050.6,32959.6,47360.0,0.9247
24334.4,40483.1,24528.0,40636.0,0.9247
98092.2,13624.7,98240.0,13752.5,0.9247
74355.8,22700.4,74553.2,22847.2,0.9247
84481.3,21629.3,84762.8,21760.0,0.9247
22081.2,43192.2,22241.6,43472.1,0.9246
84480.1,9605.3,84639.8,9920.0,0.9246
24001.2,54403.6,24211.4,54691.7,0.9246
17920.0,46781.1,18106.8,46965.4,0.9245
18904.4,31094.0,19394.4,31521.6,0.9244
59653.6,10947.2,59782.4,11159.7,0.9244
28327.8,45760.0,28480.0,45962.1,0.9243
89514.3,12800.6,89718.0,12967.6,0.9243
89759.5,12801.0,89920.0,12918.1,0.9242
19382.8,35213.6,19520.0,35360.5,0.9242
75412.6,14613.8,75520.0,14715.1,0.9242
34560.5,41136.0,34781.9,41274.4,0.9242
68336.2,9371.7,68478.9,9619.4,0.9240
14721.3,64469.9,14902.5,64791.8,0.9240
